句子,喜歡,憤怒,難過,驚訝,害怕,無表情
再大的石頭也都會被沖走,0,0,0,0,0,1
水就是這樣厲害,0,0,0,0,0,1
就像一把鋒利的刀子,0,0,0,0,0,1
雕刻著山石,0,0,0,0,0,1
因而山谷越來越深,0,0,0,0,0,1
同時也越來越寬,0,0,0,0,0,1
大自然就是這樣的改變自己的面貌,0,0,0,0,0,1
到野外去吧,0,0,0,0,0,1
大自然是個「知識的寶庫」,0,0,0,0,0,1
當你遊山玩水的時候,0,0,0,0,0,1
你可以想到過去,0,0,0,0,0,1
也可以想到將來,0,0,0,0,0,1
或者你可以試著去揭開大自然的奧祕,0,0,0,0,0,1
這對於你有無窮的鼓舞力量,0,0,0,0,0,1
少年時代的史懷哲史懷哲是二十世紀一位偉大的醫生,0,0,0,0,0,1
他是德國人,0,0,0,0,0,1
從學校畢業以後,0,0,0,0,0,1
就放棄了高薪的工作和個人生活的享受,0,0,0,0,0,1
到非洲的蠻荒地區去,0,0,0,0,0,1
他在那裡創建醫院,0,0,0,0,0,1
替當地的土人治療疾病,0,0,0,0,0,1
鼓勵他們耕種,0,0,0,0,0,1
並且設法改善他們的生活,0,0,0,0,0,1
一直到他去世為止,0,0,0,0,0,1
總共有五十多年的光陰,0,0,0,0,0,1
都奉獻給非洲,0,0,0,0,0,1
因此,0,0,0,0,0,1
非洲土人尊稱他為「父親」,0,0,0,0,0,1
史懷哲從小就充滿愛心,0,0,0,0,0,1
有一次,0,0,0,0,0,1
他跟同伴比賽角力,0,0,0,0,0,1
較量的結果,0,0,0,0,0,1
他佔了上風,0,0,0,0,0,1
可是被他摔倒的同伴,0,0,0,0,0,1
從地上爬起來,0,0,0,0,0,1
一面拍拍身上的灰塵,0,0,0,0,0,1
一面大聲的說：「如果我跟你一樣,0,0,0,0,0,1
每個禮拜喝兩次肉湯的話,0,0,0,0,0,1
我就不會輸給你了,0,0,0,0,0,1
」史懷哲聽了,0,0,0,0,0,1
覺得很難過,0,0,1,0,0,0
他開始注意到,0,0,0,0,0,1
並不是每個人都和他一樣衣食無缺,0,0,0,0,0,1
世界上確實有很多貧苦和不幸的人,0,0,0,0,0,1
史懷哲七、八歲的時候,0,0,0,0,0,1
同伴約他到山中去打鳥,0,0,0,0,0,1
他們一到森林裡,0,0,0,0,0,1
同伴立刻熟練的蹲到樹後,0,0,0,0,0,1
聚精會神的用彈弓瞄準鳥兒,0,0,0,0,0,1
史懷哲也跟著做了,0,0,0,0,0,1
但是,0,0,0,0,0,1
當他蹲下來瞄準的時候,0,0,0,0,0,1
他聽到了遠處教堂傳來的鐘聲,0,0,0,0,0,1
悠揚的鐘聲裡,0,0,0,0,0,1
鳥兒仍舊自由自在的跳著、叫著,0,0,0,0,0,1
史懷哲立刻把彈弓丟了,0,0,0,0,0,1
趕走小鳥,0,0,0,0,0,1
一口氣跑回家去,0,0,0,0,0,1
以後,0,0,0,0,0,1
每當教堂的鐘聲響起,0,0,0,0,0,1
他好像聽到這樣的聲音：「不要殺害生命,0,0,0,0,0,1
」還有一次,0,0,0,0,0,1
史懷哲跟幾個同學到溪邊釣魚,0,0,0,0,0,1
他看到朋友把活生生的蚯蚓,0,0,0,0,0,1
穿在釣鉤上做魚餌,0,0,0,0,0,1
嚇得目瞪口呆,0,0,0,0,1,0
尤其看到魚從鉤上取下來,0,0,0,0,0,1
魚嘴都裂開了,0,0,0,0,0,1
還不停的滴血,0,0,0,0,0,1
史懷哲看到這種情形,0,0,0,0,0,1
就不再跟朋友去釣魚了,0,0,0,0,0,1
從這些故事裡,0,0,0,0,0,1
我們知道,0,0,0,0,0,1
史懷哲從小就有悲天憫人的情操,0,0,0,0,0,1
所以他是一位值得尊敬的偉人,0,0,0,0,0,1
驪山烽火周幽王非常寵愛妃子褒姒,0,0,0,0,0,1
凡是褒姒喜歡的,1,0,0,0,0,0
他都千依百順,0,0,0,0,0,1
例如,0,0,0,0,0,1
褒姒喜歡聽撕開絲綢的聲音,1,0,0,0,0,0
幽王就叫宮女撕給她聽,0,0,0,0,0,1
褒姒雖然受到周幽王的寵愛,0,0,0,0,0,1
臉上卻沒有一絲笑容,0,0,0,0,0,1
幽王想：「我一定要想辦法,0,0,0,0,0,1
讓我的愛妃笑一笑,1,0,0,0,0,0
」有一次,0,0,0,0,0,1
幽王帶著褒姒在驪山遊玩,0,0,0,0,0,1
褒姒忽然指著遠遠的一座高臺,0,0,0,0,0,1
問那是什麼,0,0,0,0,0,1
幽王說：「那是烽火臺,0,0,0,0,0,1
當外敵侵犯的時候,0,0,0,0,0,1
點燃了烽火,0,0,0,0,0,1
附近的諸侯看見了,0,0,0,0,0,1
馬上會帶兵來,0,0,0,0,0,1
」這時,0,0,0,0,0,1
褒姒才懂得烽火臺的用處,0,0,0,0,0,1
幽王看見褒姒不識烽火,0,0,0,0,0,1
一來要討好她,0,0,0,0,0,1
二來要賣弄自己的權力,0,0,0,0,0,1
就暗地裡叫人把烽火點燃起來,0,0,0,0,0,1
一時烽煙四起,0,0,0,0,0,1
直沖天際,0,0,0,0,0,1
附近的諸侯見了,0,0,0,0,0,1
立刻帶兵奔向驪山,0,0,0,0,0,1
到了驪山,0,0,0,0,0,1
諸侯卻看到幽王和褒姒正對坐著飲酒,0,0,0,0,0,1
根本沒有敵兵的影子,0,0,0,0,0,1
這時候,0,0,0,0,0,1
幽王派人傳令說：「因為烽火臺許久不用,0,0,0,0,0,1
所以特地試燃一次,0,0,0,0,0,1
諸侯可以回去休息了,0,0,0,0,0,1
」諸侯聽了,0,0,0,0,0,1
只好默默的各自帶著兵馬回去,0,0,0,0,0,1
褒姒看到這種情形,0,0,0,0,0,1
忍不住笑了起來,1,0,0,0,0,0
幽王見她笑了,1,0,0,0,0,0
心中不禁一陣狂喜,1,0,0,0,0,0
從此以後,0,0,0,0,0,1
他們常到驪山遊玩,0,0,0,0,0,1
點燃烽火來取笑諸侯,0,0,0,0,0,1
有些大臣進諫說：「如此戲弄諸侯,0,0,0,0,0,1
失去信用,0,0,0,0,0,1
萬一將來真的有敵兵侵犯,0,0,0,0,0,1
如何是好,0,0,0,0,0,1
」可是幽王不聽,0,0,0,0,0,1
後來諸侯看見烽煙,0,0,0,0,0,1
都以為幽王和他們開玩笑,0,0,0,0,0,1
不加以理會了,0,0,0,0,0,1
不久,0,0,0,0,0,1
外敵真的來侵犯了,0,0,0,0,0,1
情勢非常危急,0,0,0,0,0,1
幽王立刻派人在驪山上舉烽,0,0,0,0,0,1
任憑烽煙沖天,0,0,0,0,0,1
諸侯都不派兵前來,0,0,0,0,0,1
結果幽王被殺,0,0,0,0,0,1
褒姒被抓走了,0,0,0,0,0,1
西周王朝就這樣滅亡了,0,0,0,0,0,1
無信不立信就是信用、信實,0,0,0,0,0,1
也就是說話要守信用,0,0,0,0,0,1
做事要盡責任,0,0,0,0,0,1
它是做人根本,0,0,0,0,0,1
一個人假使說話不守信用,0,0,0,0,0,1
做事不負責任,0,0,0,0,0,1
就失去了做人的根本,0,0,0,0,0,1
沒有人肯相信他,0,0,0,0,0,1
尊重他,0,0,0,0,0,1
換句話說,0,0,0,0,0,1
這種人就很難立足在社會上,0,0,0,0,0,1
為什麼不守信用的人,0,0,0,0,0,1
很難立足在社會上呢,0,0,0,0,0,1
因為不守信用的人,0,0,0,0,0,1
說話缺乏誠意,0,0,0,0,0,1
做事敷衍塞責,0,0,0,0,0,1
譬如說,0,0,0,0,0,1
他跟你約好今天來看你,0,0,0,0,0,1
話雖然說得確定,0,0,0,0,0,1
但是你等了又等,0,0,0,0,0,1
他卻無故不來,0,0,0,0,0,1
以後他再跟你約定事情,0,0,0,0,0,1
你對他的話相信不相信呢,0,0,0,0,0,1
又譬如說,0,0,0,0,0,1
他答應你做一件事,0,0,0,0,0,1
但是遲遲不肯動手去做,0,0,0,0,0,1
不肯盡力,0,0,0,0,0,1
下次有事情,0,0,0,0,0,1
他說願意幫你忙,0,0,0,0,0,1
你對他信任不信任呢,0,0,0,0,0,1
所以,0,0,0,0,0,1
即使有人起先靠花言巧語,0,0,0,0,0,1
得到別人的好印象,0,0,0,0,0,1
但是相處久了,0,0,0,0,0,1
經歷的事情多了,0,0,0,0,0,1
他的種種缺點終究會一一顯露出來的,0,0,0,0,0,1
最後,0,0,0,0,0,1
這種人一定會被社會所鄙棄的,0,0,0,0,0,1
古人說：「無信不立」就是說一個人不講信用就不能立足在社會上,0,0,0,0,0,1
古人又說：「一諾千金」、「一言既出,0,0,0,0,0,1
駟馬難追」,0,0,0,0,0,1
都是說明守信的重要,0,0,0,0,0,1
我們既然知道守信的重要,0,0,0,0,0,1
從今天起,0,0,0,0,0,1
就要下定決心：做人要誠實,0,0,0,0,0,1
說話要實在,0,0,0,0,0,1
求學要認真,0,0,0,0,0,1
做事要負責,0,0,0,0,0,1
不說謊話欺騙別人,0,0,0,0,0,1
不說大話誇耀自己,0,0,0,0,0,1
和人家有約會,0,0,0,0,0,1
一定準時到,0,0,0,0,0,1
答應別人的事,0,0,0,0,0,1
一定盡心盡力,0,0,0,0,0,1
把它做好,0,0,0,0,0,1
這樣,0,0,0,0,0,1
就能成為一個信實可靠的好國民了,0,0,0,0,0,1
只要讀不要毒各位同學：今天我來跟同學談一談「毒品」,0,0,0,0,0,1
「毒品」是什麼,0,0,0,0,0,1
簡單的說,0,0,0,0,0,1
它是一種對身體有害的東西,0,0,0,0,0,1
如果有人因為好奇,0,0,0,0,0,1
或是受不了誘惑,0,0,0,0,0,1
而吸食了毒品,0,0,0,0,0,1
那麼毒品就像惡魔一樣控制了吸食的人,0,0,0,0,0,1
吸食毒品的人雖然得到短暫的快樂,1,0,0,0,0,0
卻要付出慘痛的代價,0,0,1,0,0,0
我舉個例子：小安是個中學生,0,0,0,0,0,1
他因為一時好奇,0,0,0,0,0,1
吃了朋友提供的「安非他命」,0,0,0,0,0,1
當時興奮得全身發抖,1,0,0,0,0,0
他認為那種感覺真好,1,0,0,0,0,0
從此經常偷偷的吸食,0,0,0,0,0,1
雖然他一再告訴自己：「這次吸了,0,0,0,0,0,1
就不再吸毒了,0,0,0,0,0,1
」但是他中毒已深,0,0,0,0,0,1
正一步一步的走向深坑裡,0,0,0,0,0,1
這時,0,0,0,0,0,1
父母、老師、同學都伸出援手,0,0,0,0,0,1
幫助小安遠離那個張牙舞爪的毒品,0,0,0,0,1,0
過了大半年,0,0,0,0,0,1
小安脫離了毒品的掌控,0,0,0,0,0,1
但他失去了健康,0,0,0,0,0,1
也浪費了讀書的寶貴時光,0,0,0,0,0,1
這不是很可惜嗎,0,0,0,0,0,1
各位同學,0,0,0,0,0,1
根據警方的統計,0,0,0,0,0,1
現在吸毒的年紀明顯的下降,0,0,0,0,0,1
更多吸食毒品的孩子,0,0,0,0,0,1
因為沒錢買毒品,0,0,0,0,0,1
便去偷,0,0,0,0,0,1
去搶,0,0,0,0,0,1
無惡不作,0,1,0,0,0,0
使多少父母憂心垂淚啊,0,0,1,0,0,0
所以我們要堅定反毒,0,0,0,0,0,1
對已經染上毒癮的人,0,0,0,0,0,1
要給予愛心,0,0,0,0,0,1
幫助他們早日脫離毒品的魔掌,0,0,0,0,0,1
肯定他們能再度沐浴在陽光下,0,0,0,0,0,1
各位同學,0,0,0,0,0,1
從小培養「不碰毒、不吸毒、要抗毒、要滅毒」的觀念,0,0,0,0,0,1
好好把握讀書的黃金年華,0,0,0,0,0,1
那麼毒品惡魔就根本無法靠近你們,0,0,0,0,0,1
最後我們一起來喊：「只要讀,0,0,0,0,0,1
不要毒」,0,0,0,0,0,1
模仿貓有一隻黑貓,0,0,0,0,0,1
住在山谷中的農場裡,0,0,0,0,0,1
他嫌自己的毛太黑,0,0,0,0,0,1
鼻子太小,0,0,0,0,0,1
尾巴太長,0,0,0,0,0,1
叫的聲音也不好聽,0,0,0,0,0,1
他一直羨慕別人,0,0,0,0,0,1
模仿別人,0,0,0,0,0,1
因此農場主人叫他「模仿貓」,0,0,0,0,0,1
他羨慕院子裡的大公雞,0,0,0,0,0,1
有漂亮的羽毛,0,0,0,0,0,1
鮮紅的冠子,0,0,0,0,0,1
尤其是好聽的金嗓子,0,0,0,0,0,1
他一心要學大公雞叫,0,0,0,0,0,1
可是他叫的聲音仍然是「喵嗚」、「喵嗚」,0,0,0,0,0,1
他經過羊欄,0,0,0,0,0,1
看見農人在剪羊毛,0,0,0,0,0,1
他決心向綿羊看齊,0,0,0,0,0,1
摸摸自己身上的黑毛,0,0,0,0,0,1
趴在農人膝前,0,0,0,0,0,1
等著替他剪,0,0,0,0,0,1
沒想到農人把他推開,0,0,0,0,0,1
拉過另一隻綿羊來剪毛,0,0,0,0,0,1
他只好夾著尾巴走了,0,0,0,0,0,1
他走到池塘旁邊,0,0,0,0,0,1
看見大白鵝在水裡游來游去,0,0,0,0,0,1
輕鬆自在,0,0,0,0,0,1
他也學大白鵝一樣的伸長脖子,0,0,0,0,0,1
跳進水裡,0,0,0,0,0,1
沒想到直向水底下沉,0,0,0,0,0,1
要不是大白鵝趕來救他,0,0,0,0,0,1
可能就要送掉一條命了,0,0,0,0,0,1
模仿貓覺得自己總是失敗,0,0,0,0,0,1
他做不成大公雞、綿羊,0,0,0,0,0,1
也做不成大白鵝,0,0,0,0,0,1
覺得很失望,0,0,1,0,0,0
他失望的走回家去,0,0,1,0,0,0
走著走著,0,0,0,0,0,1
來到池塘邊,0,0,0,0,0,1
聽見大白鵝說：「白羽毛容易髒,0,0,0,0,0,1
如果我有模仿貓那樣的黑毛就好了,0,0,0,0,0,1
」他很驚奇,0,0,0,1,0,0
大白鵝居然羨慕他,0,0,0,0,0,1
他經過雞棚,0,0,0,0,0,1
聽見小雞正在唧唧的吵鬧,0,0,0,0,0,1
大公雞發脾氣說：「你們吵死了,0,1,0,0,0,0
為什麼不像模仿貓那樣文雅,0,0,0,0,0,1
你們應該跟他學學,0,0,0,0,0,1
」大公雞這樣誇讚他,0,0,0,0,0,1
他更驚奇了,0,0,0,1,0,0
不久,0,0,0,0,0,1
他又聽見農場主人自言自語的說：「老鼠偷吃我的玉蜀黍和稻穀,0,0,0,0,0,1
必須有貓來趕走他們才好,0,0,0,0,0,1
」模仿貓這時候才發現自己的優點,0,0,0,0,0,1
於是他的頭抬高了,0,0,0,0,0,1
鬍子也翹起來了,0,0,0,0,0,1
從此他建立了自信心,0,0,0,0,0,1
善用自己的長處,0,0,0,0,0,1
不再隨便模仿別人了,0,0,0,0,0,1
木碗兒　子： 爸爸年紀大了,0,0,0,0,0,1
視線又模糊,0,0,0,0,0,1
常看不清楚東西,0,0,0,0,0,1
媳　婦： 是啊,0,0,0,0,0,1
耳朵又重聽,0,0,0,0,0,1
說什麼他都聽不清楚,0,0,0,0,0,1
兒　子： 什麼「重聽」,0,0,0,0,0,1
你說吃飯了,0,0,0,0,0,1
他都跑第一的,0,0,0,0,0,1
不信你喊喊看,0,0,0,0,0,1
媳　婦： 爸爸、小寶（大聲）,0,0,0,0,0,1
快來吃飯喔,0,0,0,0,0,1
老爸爸：（兩手發抖的走過來）吃飯了嗎,0,0,0,0,0,1
兒子：（低笑）你瞧,1,0,0,0,0,0
老爸爸不是聽見了嗎,0,0,0,0,0,1
老爸爸： 兒子,0,0,0,0,0,1
我肚子已經餓了,0,0,0,0,0,1
孫　子： （快跑過來）我肚子也已經餓了,0,0,0,0,0,1
而且餓得扁扁的,0,0,0,0,0,1
媳　婦：好,0,0,0,0,0,1
我的心肝寶貝,0,0,0,0,0,1
快來吃飯吧,0,0,0,0,0,1
兒　子： （嫌棄的樣子）爸爸,0,0,0,0,0,1
你可以把筷子拿好嗎,0,0,0,0,0,1
菜都掉滿桌了,0,0,0,0,0,1
老爸爸：對…對不起,0,0,0,0,0,1
我的手不停的抖動,0,0,0,0,0,1
媳　婦： （很不屑的口氣）爸爸,0,0,0,0,0,1
你喝湯時搖搖晃晃的,0,0,0,0,0,1
唉呀,0,0,0,0,0,1
洒了滿桌子的湯,0,0,0,0,0,1
◎過了幾天,0,0,0,0,0,1
吃飯時媳　婦：爸爸、小寶,0,0,0,0,0,1
吃飯了,0,0,0,0,0,1
孫　子： 咦,0,0,0,0,0,1
（奇怪的神情）媽,0,0,0,0,0,1
爺爺怎麼在爐邊吃飯,0,0,0,0,0,1
不跟我們坐在一起吃飯呢,0,0,0,0,0,1
餓扁兒　子： 小寶,0,0,0,0,0,1
快吃飯,0,0,0,0,0,1
多吃一點魚,0,0,0,0,0,1
多吃一點肉,0,0,0,0,0,1
你才會長得高又大,0,0,0,0,0,1
孫　子： 爸,0,0,0,0,0,1
爺爺碗裡的飯菜都沒了,0,0,0,0,0,1
要不要再給他添一些,0,0,0,0,0,1
媳　婦： 小寶,0,0,0,0,0,1
你快吃啊,0,0,0,0,0,1
不要管爺爺了,0,0,0,0,0,1
他吃飯總把飯和湯洒滿桌,0,0,0,0,0,1
（突然「碰,0,0,0,0,0,1
」的一聲,0,0,0,0,0,1
老爸爸手上的碗掉在地上破了,0,0,0,0,0,1
）兒　子：又打破碗了,0,0,0,0,0,1
媳　婦：我會去買一個木碗,0,0,0,0,0,1
給你老爸爸用,0,0,0,0,0,1
◎ 又過了幾天,0,0,0,0,0,1
小寶在院子裡面,0,0,0,0,0,1
用木頭做了兩個碗、兩根湯匙,0,0,0,0,0,1
兒　子： 小寶,0,0,0,0,0,1
你在忙什麼,0,0,0,0,0,1
孫　子： 爸爸,0,0,0,0,0,1
我要做兩個木碗、兩根木湯匙,0,0,0,0,0,1
媳　婦： 你做木碗、木湯匙要玩什麼遊戲,0,0,0,0,0,1
孫　子： 我不是要玩遊戲,0,0,0,0,0,1
我是要留著以後你們老的時候可以用喔,0,0,0,0,0,1
（夫妻兩人聽了,0,0,0,0,0,1
傻住了,0,0,0,0,0,1
後來不禁放聲大哭,0,0,1,0,0,0
因為他們做了很不好的示範,0,0,0,0,0,1
）◎幾天之後媳　婦：（愉悅的）老爸爸、小寶吃飯了,0,0,0,0,0,1
兒　子： 爸爸,0,0,0,0,0,1
跟我們一起吃吧,0,0,0,0,0,1
媳　婦： 爸爸,0,0,0,0,0,1
不要緊,0,0,0,0,0,1
慢慢吃,0,0,0,0,0,1
菜洒在桌上我會整理,0,0,0,0,0,1
兒　子： 爸爸,0,0,0,0,0,1
慢慢喝湯,0,0,0,0,0,1
湯洒了沒關係,0,0,0,0,0,1
你的媳婦會擦乾淨,0,0,0,0,0,1
老爸爸： 好,0,0,0,0,0,1
好,0,0,0,0,0,1
好,0,0,0,0,0,1
今天的菜真好吃,0,0,0,0,0,1
今天的湯也很好喝,0,0,0,0,0,1
孫　子： 哈哈,0,0,0,0,0,1
爺爺笑了,1,0,0,0,0,0
爺爺吃得好開心喔,1,0,0,0,0,0
江南風光（ㄧ）山青水綠山是那樣的青,0,0,0,0,0,1
水是那樣的綠,0,0,0,0,0,1
漁船三三五五,0,0,0,0,0,1
漂來漂去,0,0,0,0,0,1
江南的水鄉,0,0,0,0,0,1
江南的大地,0,0,0,0,0,1
哪一處不像畫面一樣美麗,0,0,0,0,0,1
你網魚,0,0,0,0,0,1
我淘米,0,0,0,0,0,1
人人的臉上都帶著一片笑意,1,0,0,0,0,0
山是那樣的青,0,0,0,0,0,1
水是那樣的綠,0,0,0,0,0,1
農人三三五五,0,0,0,0,0,1
插秧灌溉,0,0,0,0,0,1
江南的水鄉,0,0,0,0,0,1
江南的大地,0,0,0,0,0,1
哪一處不像畫面一樣美麗,0,0,0,0,0,1
你趕鴨,0,0,0,0,0,1
我餵雞,0,0,0,0,0,1
人人的心裡都藏著無限歡喜,1,0,0,0,0,0
（二）湖上秋泛厚厚的軟玻璃裡,0,0,0,0,0,1
倒映著碧綠的一片晴空,0,0,0,0,0,1
一疊疊的浮雲,0,0,0,0,0,1
一隻隻的飛鳥,0,0,0,0,0,1
一彎彎的遠山,0,0,0,0,0,1
都在晴空倒映中,0,0,0,0,0,1
湖岸上,0,0,0,0,0,1
葉葉垂楊葉葉楓,0,0,0,0,0,1
湖面上,0,0,0,0,0,1
葉葉扁舟葉葉篷,0,0,0,0,0,1
掩映著一葉葉的斜陽,0,0,0,0,0,1
搖曳著一葉葉的西風,0,0,0,0,0,1
新的意義你們有沒有見過田裡剛出土的新苗,0,0,0,0,0,1
你們有沒有吃過剛出爐的麵包,0,0,0,0,0,1
你們有沒有讀過才出版的新書,0,0,0,0,0,1
你們知道嗎,0,0,0,0,0,1
這些剛出來的東西,0,0,0,0,0,1
都是有來源、有過程,0,0,0,0,0,1
它不會憑空出現的,0,0,0,0,0,1
例如：新苗的生長,0,0,0,0,0,1
先要把種子撒播在泥土裡,0,0,0,0,0,1
要想吃新鮮的麵包,0,0,0,0,0,1
先要從種麥子做起,0,0,0,0,0,1
新書也是因為作家有新的想法,0,0,0,0,0,1
下筆寫作,0,0,0,0,0,1
才有新書的,0,0,0,0,0,1
「新」有許多含義,0,0,0,0,0,1
例如：新是舊的延續,0,0,0,0,0,1
是另一個開始,0,0,0,0,0,1
如：新年、新春、一新耳目、日新又新,0,0,0,0,0,1
新是第一次接觸,0,0,0,0,0,1
例如：新老師、新環境,0,0,0,0,0,1
新是剛出生的,0,0,0,0,0,1
例如：新苗、新芽,0,0,0,0,0,1
有人說：「太陽光底下沒有新鮮事,0,0,0,0,0,1
」事實上,0,0,0,0,0,1
我們也可以說：「太陽光下沒有一件不是新鮮的事物,0,0,0,0,0,1
」只要你們肯用心去觀察,0,0,0,0,0,1
肯用心去體會,0,0,0,0,0,1
肯用心去想像,0,0,0,0,0,1
到處都是新的事物、新的形象,0,0,0,0,0,1
我們不妨試一試：當面對一座青山時,0,0,0,0,0,1
用不同的眼光去觀察,0,0,0,0,0,1
可能覺得它像是沉睡的巨人,0,0,0,0,0,1
當面對一彎流水時,0,0,0,0,0,1
用新的心情去體會它,0,0,0,0,0,1
可能覺得流水聲,0,0,0,0,0,1
像一支美妙的舞曲,0,0,0,0,0,1
當面對一棵松樹,0,0,0,0,0,1
用新的想像看它,0,0,0,0,0,1
可能覺得松樹像一個威武不屈的大丈夫,0,0,0,0,0,1
因此,0,0,0,0,0,1
我們不但要有新的眼光、新的心情、新的頭腦,0,0,0,0,0,1
更要學習新的方法和技巧,0,0,0,0,0,1
才能有新的創作,0,0,0,0,0,1
成語故事塞翁失馬有一個老人,0,0,0,0,0,1
住在長城下,0,0,0,0,0,1
大家都叫他「塞翁」,0,0,0,0,0,1
有一天,0,0,0,0,0,1
塞翁的一匹好馬不見了,0,0,0,0,0,1
大家都來安慰他,0,0,0,0,0,1
塞翁反而說：「走失了一匹馬,0,0,0,0,0,1
也許正是好事哩,0,0,0,0,0,1
」不久,0,0,0,0,0,1
塞翁的馬兒自己回來了,0,0,0,0,0,1
而且還帶回來一匹小馬,0,0,0,0,0,1
鄉親們都來向他道賀,1,0,0,0,0,0
但是他說：「這不一定是好事呢,0,0,0,0,0,1
」又過了幾天,0,0,0,0,0,1
塞翁的兒子因為騎著那匹馬,0,0,0,0,0,1
不小心從馬背上摔下來,0,0,0,0,0,1
把腿骨摔斷了,0,0,0,0,0,1
大家紛紛表示關懷與慰問,0,0,0,0,0,1
塞翁卻說：「這件禍事,0,0,0,0,0,1
說不定會帶給我們幸福呢,1,0,0,0,0,0
」後來,0,0,0,0,0,1
發生戰爭,0,0,0,0,0,1
村裡的年輕人,0,0,0,0,0,1
都被迫上戰場,0,0,0,0,0,1
許多人因而家破人亡,0,0,1,0,0,0
塞翁的兒子因為跛足,0,0,0,0,0,1
沒被拉去當兵,0,0,0,0,0,1
父子倆反而平安無事,0,0,0,0,0,1
守株待兔宋國有一個農夫,0,0,0,0,0,1
每天都在田裡工作,0,0,0,0,0,1
他播種後,0,0,0,0,0,1
就很認真的澆水、除草、施肥,0,0,0,0,0,1
眼看著田裡冒出綠色的秧苗,0,0,0,0,0,1
他開心極了,1,0,0,0,0,0
有一天,0,0,0,0,0,1
他在耕作時,0,0,0,0,0,1
看見一隻兔子跑過來,0,0,0,0,0,1
那隻兔子可能太驚慌,0,0,0,1,0,0
不小心撞上了一棵樹,0,0,0,0,0,1
竟然撞死了,0,0,0,1,0,0
農夫便不勞而獲的得到那隻兔子,0,0,0,0,0,1
農夫想：以後可以這樣得到兔子,0,0,0,0,0,1
就不需要再辛苦耕作了,0,0,0,0,0,1
他於是扔掉手中的鋤頭,0,0,0,0,0,1
天天守在樹旁等兔子送上門來,0,0,0,0,0,1
等到秧苗都枯死了,0,0,0,0,0,1
卻再也沒有等到一隻兔子,0,0,0,0,0,1
哀傷不是一帖良藥,0,0,1,0,0,0
寂寞也不是孤獨唯一的型態,0,0,1,0,0,0
當所有的人離你而去,0,0,0,0,0,1
世界仍舊不會將你遺忘,0,0,0,0,0,1
滾動在新葉上的露珠,0,0,0,0,0,1
一樣清透明亮,0,0,0,0,0,1
芬芳拂面的晚風,0,0,0,0,0,1
一樣輕輕喚你入夢,0,0,0,0,0,1
勿讓往事雲煙,0,0,0,0,0,1
成為心底的傷痕,0,0,1,0,0,0
何妨走出戶外,0,0,0,0,0,1
跨出傷痛的圍籬,0,0,1,0,0,0
依舊,0,0,0,0,0,1
你能聆聽,0,0,0,0,0,1
野薑花綻開的聲音,0,0,0,0,0,1
如同我的祝福,0,0,0,0,0,1
依舊,0,0,0,0,0,1
你能追尋,0,0,0,0,0,1
白雲飄過的足跡,0,0,0,0,0,1
如同我詩情中的片段,0,0,0,0,0,1
古詩兩首過故人莊　孟浩然故人具雞黍,0,0,0,0,0,1
邀我至田家,0,0,0,0,0,1
綠樹村邊合,0,0,0,0,0,1
青山郭外斜,0,0,0,0,0,1
開軒面場圃,0,0,0,0,0,1
把酒話桑麻,0,0,0,0,0,1
待到重陽日,0,0,0,0,0,1
還來就菊花,0,0,0,0,0,1
遊子吟　孟郊慈母手中線,0,0,0,0,0,1
遊子身上衣,0,0,0,0,0,1
臨行密密縫,0,0,0,0,0,1
意恐遲遲歸,0,0,0,0,0,1
誰言寸草心,0,0,0,0,0,1
報得三春暉,0,0,0,0,0,1
最好聽的聲音飛寶是一隻好奇又好動的小鳥,0,0,0,0,0,1
有一天清晨,0,0,0,0,0,1
他被麻雀的叫聲給吵醒,0,1,0,0,0,0
他覺得這個聲音「真吵啊,0,1,0,0,0,0
」這時他忽然靈光一閃,0,0,0,0,0,1
想知道什麼樣的聲音,0,0,0,0,0,1
是世界上最好聽的聲音,0,0,0,0,0,1
這個想法激起他的好奇心,0,0,0,0,0,1
他想去尋找世界上最好聽的聲音,0,0,0,0,0,1
他飛到山上,0,0,0,0,0,1
看到瀑布從高處落下,0,0,0,0,0,1
發出轟隆隆的聲音,0,0,0,0,0,1
這聲音很雄壯,0,0,0,0,0,1
但是似乎不是很悅耳,0,0,0,0,0,1
他又繼續往前飛,0,0,0,0,0,1
飛到溪谷,0,0,0,0,0,1
耳邊傳來輕輕的水聲,0,0,0,0,0,1
像琴音一般悅耳動聽,0,0,0,0,0,1
飛寶還想找更美妙的聲音,0,0,0,0,0,1
於是,0,0,0,0,0,1
他又展翅高飛,0,0,0,0,0,1
繼續尋找,0,0,0,0,0,1
這會兒,0,0,0,0,0,1
來到了一座樹林裡,0,0,0,0,0,1
一陣風吹過,0,0,0,0,0,1
林梢發出沙沙的聲響,0,0,0,0,0,1
難道這就是世界上最好聽的聲音嗎,0,0,0,0,0,1
飛寶還是不死心,0,0,0,0,0,1
他繼續飛,0,0,0,0,0,1
飛過險惡的大山,0,0,0,0,0,1
眼前忽然出現一片大海,0,0,0,0,0,1
飛寶聽到大海的聲音,0,0,0,0,0,1
他停在大岩石上,0,0,0,0,0,1
東張西望,0,0,0,0,0,1
看到遠處一波波的海浪,0,0,0,0,0,1
打在岩石上,0,0,0,0,0,1
激起很高的浪花,0,0,0,0,0,1
發出像雷鳴一般的聲音,0,0,0,0,0,1
