ID,article,que,rule,que_transfer,ans,ans_word
302,當然_d1 知道_v1 這_r1 是_v2 泰國_地1 的_uj1 國旗_物1,這是哪裡的國旗?,d1 + v1 + r1 + v2 + 地1 + uj1 + 物1,r1 + v2 + 哪裡 + uj1 + 物1,地1,泰國
303,我們_人1 的_uj1 國旗_物1 有_v1 三種_m1 顏色_n1,國旗有幾種顏色?,人1 + uj1 + 物1 + v1 + m1 + n1,誰 + 物1 + v1 + n1,人1,我們
309,我_人1 對_p1 爸爸_人2 說_zg1 我_人3 覺得_v1 泰國_地1 的_uj1 國旗_物1 是_v2 最_d1 漂亮_a1 的_uj2 國旗_物2,我覺得最漂亮的是哪國國旗?,人1 + p1 + 人2 + zg1 + 人3 + v1 + 地1 + uj1 + 物1 + v2 + d1 + a1 + uj2 + 物2,人1 + 誰 + v1 + uj1 + 物1 + v2 + d1 + a1,人1,我
311,我_人1 和_c1 姐姐_人2 想送_v1 給_p1 媽媽_人3 一樣_u1 禮物_物1,我和誰送給媽媽一樣禮物?,人1 + c1 + 人2 + v1 + p1 + 人3 + u1 + 物1,人1 + c1 + 誰 + p1 + 人3 + u1 + 物1,人2,姐姐
312,我_人1 和_c1 姐姐_人2 想送_v1 給_p1 媽媽_人3 一樣_u1 禮物_物1,誰和姊姊送給媽媽一樣禮物?,人1 + c1 + 人2 + v1 + p1 + 人3 + u1 + 物1,誰 + c1 + p1 + 人3 + u1 + 物1,人1,我
313,我_人1 和_c1 姐姐_人2 想送_v1 給_p1 媽媽_人3 一樣_u1 禮物_物1,我和姊姊送給誰一樣禮物?,人1 + c1 + 人2 + v1 + p1 + 人3 + u1 + 物1,人1 + c1 + p1 + 誰 + u1 + 物1,人2,姐姐
314,但是_c1 我們_人1 不_d1 知道_v1 要_v2 送_v3 什麼_r1 禮物_物1 給_p1 媽媽_人2,我們不知道送什麼禮物給誰?,c1 + 人1 + d1 + v1 + v2 + v3 + r1 + 物1 + p1 + 人2,人1 + d1 + v1 + v3 + r1 + 物1 + p1 + 誰,人2,媽媽
315,我_人1 和_c1 姐姐_人2 做_v1 了_ul1 一張_m1 卡片_物1,我和誰做了一張卡片?,人1 + c1 + 人2 + v1 + ul1 + m1 + 物1,人1 + c1 + 誰 + v1 + ul1 + m1 + 物1,人2,姐姐
316,我_人1 和_c1 姐姐_人2 做_v1 了_ul1 一張_m1 卡片_物1,誰和我做了一張卡片?,人1 + c1 + 人2 + v1 + ul1 + m1 + 物1,誰 + c1 + 人1 + v1 + ul1 + m1 + 物1,人1,我
317,我_人1 和_c1 姐姐_人2 做_v1 了_ul1 一張_m1 卡片_物1,我和姊姊做了什麼?,人1 + c1 + 人2 + v1 + ul1 + m1 + 物1,人1 + c1 + v1 + ul1 + 什麼,物1,卡片
318,親愛_a1 的_uj1 媽媽_人1 您_人2 教_v1 我們_人3 讀書_事1 教_v2 我們_人4 寫_v3 字_物1 我們_人5 非常_d1 感謝_v4 您_人6,誰教我們讀書?,a1 + uj1 + 人1 + 人2 + v1 + 人3 + 事1 + v2 + 人4 + v3 + 物1 + 人5 + d1 + v4 + 人6,誰 + v1 + 人3 + 事1,人1,媽媽
319,親愛_a1 的_uj1 媽媽_人1 您_人2 教_v1 我們_人3 讀書_事1 教_v2 我們_人4 寫_v3 字_物1 我們_人5 非常_d1 感謝_v4 您_人6,媽媽教了我們什麼?,a1 + uj1 + 人1 + 人2 + v1 + 人3 + 事1 + v2 + 人4 + v3 + 物1 + 人5 + d1 + v4 + 人6,人1 + v1 + 人3 + 什麼,事1,讀書
320,時鐘_物1 走_v1 不停_d1 日夜_時1 不_d2 休息_v2,什麼東西走不停?,物1 + v1 + d1 + 時1 + d2 + v2,什麼東西 + v1 + d1,物1,時鐘
322,長針_物1 走得_v1 快_a1,什麼走得快?,物1 + v1 + a1,什麼 + v1 + a1,物1,長針
323,短針_物1 走得_v1 慢_a1,什麼走得慢?,物1 + v1 + a1,什麼 + v1 + a1,物1,短針
324,時間_時1 一_m1 過去_t1 再也_d1 不_d2 回頭_v1,什麼再也不回頭?,時1 + m1 + t1 + d1 + d2 + v1,什麼 + d1 + d2 + v1,時1,時間
325,我們_人1 要_v1 努力_ad1 一分一秒_m1 要_v2 愛惜_v3,我們要如何?,人1 + v1 + ad1 + m1 + v2 + v3,人1 + v1 + 如何,人1,我們
326,有_v1 一天_m1 小方_人1 問_v2 老師_人2 古_a1 時候_時1 沒有_v3 時鐘_物1 他們_人3 怎麼_r1 知道_v4 時間_時2 呢_y1,古時候沒有什麼?,v1 + m1 + 人1 + v2 + 人2 + a1 + 時1 + v3 + 物1 + 人3 + r1 + v4 + 時2 + y1,a1 + 時1 + v3 + 什麼,時1,時候
327,老師_人1 說_v1 古_a1 時候_時1 的_uj1 人_人2 很_d1 聰明_a2,誰說古時候的人很聰明?,人1 + v1 + a1 + 時1 + uj1 + 人2 + d1 + a2,誰 + v1 + a1 + 時1 + uj1 + 人2 + d1 + a2,人1,老師
329,就_d1 把_p1 一根_m1 竹竿_物1 立_v1 在_p2 地上_地1,把竹竿立在哪裡?,d1 + p1 + m1 + 物1 + v1 + p2 + 地1,p1 + 物1 + v1 + p2 + 哪裡,地1,地上
330,就_d1 把_p1 一根_m1 竹竿_物1 立_v1 在_p2 地上_地1,把什麼立在地上?,d1 + p1 + m1 + 物1 + v1 + p2 + 地1,p1 + 什麼 + v1 + p2 + 地1,物1,竹竿
331,陽光_物1 移動_vn1 的_uj1 時候_時1 竹竿_物2 的_uj2 影子_物3 就_d1 會_v1 跟著_v2 移動_vn2,陽光移動的時候什麼就會跟著移動?,物1 + vn1 + uj1 + 時1 + 物2 + uj2 + 物3 + d1 + v1 + v2 + vn2,物1 + vn1 + uj1 + 時1 + 什麼 + d1 + v1 + v2 + vn1,物2,竹竿
332,他們_人1 看到_v1 竹竿_物1 影子_物2 的_uj1 長_a1 短_a2 就_d1 知道_v2 時間_時1 的_uj2 早晚_時2 了_ul1,他們看到什麼的長短就知道時間的早晚?,人1 + v1 + 物1 + 物2 + uj1 + a1 + a2 + d1 + v2 + 時1 + uj2 + 時2 + ul1,人1 + v1 + 什麼 + uj1 + a1 + a2 + d1 + v2 + 時1 + uj1 + 時2,物1,竹竿
333,古人_人1 利用_n1 影子_物1 看_v1 時間_時1,古人利用什麼看時間?,人1 + n1 + 物1 + v1 + 時1,人1 + n1 + 什麼 + v1 + 時1,物1,影子
334,看到_v1 陰影_物1 移動_vn1 就_d1 知道_v2 時間_時1 過去_v3 了_ul1,看到什麼移動就知道時間過了?,v1 + 物1 + vn1 + d1 + v2 + 時1 + v3 + ul1,v1 + 什麼 + vn1 + d1 + v2 + 時1 + ul1,物1,陰影
335,所以_c1 時間_時1 也_d1 叫_v1 光陰_n1,時間也叫什麼?,c1 + 時1 + d1 + v1 + n1,時1 + d1 + v1 + 什麼,時1,時間
336,影子_物1 移動_vn1 得_ud1 很快_d1 大家_人1 一定_d2 要_v1 愛惜_v2 光陰_時1 努力_ad1 學習_v3,大家要愛惜什麼努力學習?,物1 + vn1 + ud1 + d1 + 人1 + d2 + v1 + v2 + 時1 + ad1 + v3,人1 + v1 + v2 + 什麼 + ad1 + v3,物1,影子
337,鵝_n1 媽媽_人1 真_d1 漂亮_a1,誰真漂亮?,n1 + 人1 + d1 + a1,誰 + d1 + a1,人1,媽媽
338,頭上_地1 戴_v1 著_v2 黃_a1 帽子_物1,頭上戴著什麼?,地1 + v1 + v2 + a1 + 物1,地1 + v1 + v2 + 什麼,物1,帽子
339,身上_地1 穿著_v1 白_a1 衣裳_物1,身上穿著什麼?,地1 + v1 + a1 + 物1,地1 + v1 + 什麼,物1,衣裳
340,游起_v1 水_n1 來_v2 身子_物1 挺_d1 得_ud1 直_d2,游起水來什麼挺得直?,v1 + n1 + v2 + 物1 + d1 + ud1 + d2,v1 + n1 + v2 + 什麼 + d1 + ud1 + d2,物1,身子
341,走起路來_l1 脖子_物1 伸_v1 得_ud1 長_a1,走起路來什麼伸得長?,l1 + 物1 + v1 + ud1 + a1,l1 + 什麼 + v1 + ud1 + a1,物1,脖子
343,外婆家_地1 種_v1 了_ul1 很多_m1 橘子_物1 樹_物2,哪裡種了很多橘子?,地1 + v1 + ul1 + m1 + 物1 + 物2,哪裡 + v1 + ul1 + m1 + 物1,地1,外婆家
344,外婆家_地1 種_v1 了_ul1 很多_m1 橘子_物1 樹_物2,外婆家種了很多什麼?,地1 + v1 + ul1 + m1 + 物1 + 物2,地1 + v1 + ul1 + m1 + 什麼,物1,橘子
345,小_a1 橘子_物1 先是_d1 綠色_a2 的_uj1,橘子先是什麼顏色?,a1 + 物1 + d1 + a2 + uj1,物1 + d1 + 什麼,物1,橘子
347,過_ug1 了_ul1 幾個_m1 月_n1 橘子_物1 就_d1 會_v1 變_v2 黃_a1,過了幾個月橘子就會變如何?,ug1 + ul1 + m1 + n1 + 物1 + d1 + v1 + v2 + a1,ug1 + ul1 + m1 + n1 + 物1 + d1 + v1 + v2 + 如何,物1,橘子
348,等_u1 橘子_物1 黃_a1 了_ul1 就_d1 可以_c1 吃_v1 了_ul2,橘子變黃就可以如何?,u1 + 物1 + a1 + ul1 + d1 + c1 + v1 + ul2,物1 + a1 + d1 + c1 + 如何,物1,橘子
349,外婆家_地1 還_d1 有_v1 一個_m1 茶園_地2,哪裡有一個茶園?,地1 + d1 + v1 + m1 + 地2,哪裡 + v1 + m1 + 地2,地1,外婆家
350,外婆家_地1 還_d1 有_v1 一個_m1 茶園_地2,外婆家外有什麼?,地1 + d1 + v1 + m1 + 地2,地1 + v1 + 什麼,地1,外婆家
351,我們_人1 把_p1 採下_v1 的_uj1 茶葉_物1 放在_v2 院子_地1 裡_f1 晒_v3 乾_j1,把什麼放在院子曬乾?,人1 + p1 + v1 + uj1 + 物1 + v2 + 地1 + f1 + v3 + j1,p1 + 什麼 + v2 + 地1 + j1,物1,茶葉
352,我們_人1 把_p1 採下_v1 的_uj1 茶葉_物1 放在_v2 院子_地1 裡_f1 晒_v3 乾_j1,把茶葉放在哪裡曬乾?,人1 + p1 + v1 + uj1 + 物1 + v2 + 地1 + f1 + v3 + j1,p1 + 物1 + v2 + 哪裡 + j1,地1,院子
353,我們_人1 把_p1 採下_v1 的_uj1 茶葉_物1 放在_v2 院子_地1 裡_f1 晒_v3 乾_j1,把茶葉放在院子裡做什麼?,人1 + p1 + v1 + uj1 + 物1 + v2 + 地1 + f1 + v3 + j1,p1 + 物1 + v2 + 地1 + f1 + 什麼,物1,茶葉
354,用_p1 晒_v1 乾_j1 的_uj1 茶葉_物1 泡茶_v2,用什麼泡茶?,p1 + v1 + j1 + uj1 + 物1 + v2,p1 + 什麼 + v2,物1,茶葉
355,房裡_地1 就_d1 飄著_v1 茶葉_物1 的_uj1 香味_n1,房裡飄著什麼的香味?,地1 + d1 + v1 + 物1 + uj1 + n1,地1 + v1 + 什麼 + uj1 + n1,物1,茶葉
356,房裡_地1 就_d1 飄著_v1 茶葉_物1 的_uj1 香味_n1,哪裡飄著茶葉的香味?,地1 + d1 + v1 + 物1 + uj1 + n1,哪裡 + v1 + 物1 + uj1 + n1,地1,房裡
357,我_人1 喜歡_v1 去_v2 外婆家_地1,我喜歡去哪裡?,人1 + v1 + v2 + 地1,人1 + v1 + v2 + 哪裡,地1,外婆家
358,小蟲_人1 寫信_v1 給_p1 螞蟻_人2,誰寫信給螞蟻?,人1 + v1 + p1 + 人2,誰 + v1 + p1 + 人2,人1,小蟲
359,小蟲_人1 寫信_v1 給_p1 螞蟻_人2,小蟲寫信給誰?,人1 + v1 + p1 + 人2,人1 + v1 + p1 + 誰,人2,螞蟻
361,螞蟻_人1 收到_v1 他_人2 的_uj1 信_物1,誰收到他的信?,人1 + v1 + 人2 + uj1 + 物1,誰 + v1 + 人2 + uj1 + 物1,人1,螞蟻
362,螞蟻_人1 收到_v1 他_人2 的_uj1 信_物1,螞蟻收到他的什麼?,人1 + v1 + 人2 + uj1 + 物1,人1 + v1 + 人2 + uj1 + 什麼,物1,信
365,螞蟻_人1 不_d1 知道_v1 小蟲_人2 的_uj1 想念_v2,螞蟻不知道誰的思念?,人1 + d1 + v1 + 人2 + uj1 + v2,人1 + d1 + v1 + 誰 + uj1,人2,小蟲
366,上課_v1 的_uj1 時候_時1,什麼時候?,v1 + uj1 + 時1,什麼時候,時1,時候
367,老師_人1 在_p1 黑板_物1 上_f1 畫_v1 了_ul1 一條_m1 直線_物2,誰在黑板畫了一條直線?,人1 + p1 + 物1 + f1 + v1 + ul1 + m1 + 物2,誰 + p1 + 物1 + v1 + ul1 + m1 + 物2,人1,老師
369,老師_人1 在_p1 黑板_物1 上_f1 畫_v1 了_ul1 一條_m1 直線_物2,老師在黑板畫了什麼?,人1 + p1 + 物1 + f1 + v1 + ul1 + m1 + 物2,人1 + p1 + 物1 + v1 + ul1 + 什麼,物2,直線
370,小方_人1 先_d1 舉手_v1 說_v2 老師_人2 這_r1 一條_m1 線_物1 可以_c1 變成_v3 一隻_m2 大_a1 手_物2,誰說這一條線可以變成大手?,人1 + d1 + v1 + v2 + 人2 + r1 + m1 + 物1 + c1 + v3 + m2 + a1 + 物2,誰 + v2 + r1 + m1 + 物1 + c1 + v3 + a1 + 物2,人1,小方
371,小方_人1 先_d1 舉手_v1 說_v2 老師_人2 這_r1 一條_m1 線_物1 可以_c1 變成_v3 一隻_m2 大_a1 手_物2,小方說這一條線可以變成什麼?,人1 + d1 + v1 + v2 + 人2 + r1 + m1 + 物1 + c1 + v3 + m2 + a1 + 物2,人1 + v2 + r1 + m1 + 物1 + c1 + v3 + 什麼,物1,線
372,把_p1 天上_地1 的_uj1 仙桃_物1 摘下_v1 來_zg1,把哪裡的仙桃摘下來?,p1 + 地1 + uj1 + 物1 + v1 + zg1,p1 + 哪裡 + uj1 + 物1 + v1 + zg1,地1,天上
373,把_p1 天上_地1 的_uj1 仙桃_物1 摘下_v1 來_zg1,把天上的什麼摘下來?,p1 + 地1 + uj1 + 物1 + v1 + zg1,p1 + 地1 + uj1 + 什麼 + v1 + zg1,物1,仙桃
374,小亮_人1 接著_v1 說_v2 我_人2 想_v3 這_r1 一條_m1 線_物1 可以_c1 變成_v4 一座_m2 城堡_物2,誰說這一條線可以變成城堡?,人1 + v1 + v2 + 人2 + v3 + r1 + m1 + 物1 + c1 + v4 + m2 + 物2,誰 + v2 + r1 + m1 + 物1 + c1 + v4 + 物2,人1,小亮
375,小亮_人1 接著_v1 說_v2 我_人2 想_v3 這_r1 一條_m1 線_物1 可以_c1 變成_v4 一座_m2 城堡_物2,小亮說這一條線可以變成什麼?,人1 + v1 + v2 + 人2 + v3 + r1 + m1 + 物1 + c1 + v4 + m2 + 物2,人1 + v2 + r1 + m1 + 物1 + c1 + v4 + 什麼,物1,線
378,最後_d1 小美_人1 說_v1 我_人2 想_v2 把_p1 這_r1 一條_m1 線_物1 變成_v3 一條_m2 小河_物2,小美說這一條線可以變成什麼?,d1 + 人1 + v1 + 人2 + v2 + p1 + r1 + m1 + 物1 + v3 + m2 + 物2,人1 + v1 + r1 + m1 + 物1 + v3 + 什麼,物1,線
379,最後_d1 小美_人1 說_v1 我_人2 想_v2 把_p1 這_r1 一條_m1 線_物1 變成_v3 一條_m2 小河_物2,誰說這一條線可以變成小河?,d1 + 人1 + v1 + 人2 + v2 + p1 + r1 + m1 + 物1 + v3 + m2 + 物2,誰 + v1 + r1 + m1 + 物1 + v3 + 物2,人1,小美
380,大家_人1 聽到_v1 小河_物1 快樂_a1 的_uj1 歌聲_n1,讓大家聽到誰的快樂歌聲?,人1 + v1 + 物1 + a1 + uj1 + n1,人1 + v1 + 誰 + uj1 + a1 + n1,人1,大家
381,星期日_時1 早上_時2,什麼時候早上?,時1 + 時2,什麼時候 + 時2,時1,星期日
382,媽媽_人1 帶_v1 我_人2 和_c1 妹妹_人3 去_v2 拜拜_v3,媽媽帶誰去拜拜?,人1 + v1 + 人2 + c1 + 人3 + v2 + v3,人1 + v1 + 誰 + v2 + v3,人2,我
383,媽媽_人1 帶_v1 我_人2 和_c1 妹妹_人3 去_v2 拜拜_v3,誰帶我去拜拜?,人1 + v1 + 人2 + c1 + 人3 + v2 + v3,誰 + v1 + 人2 + v2 + v3,人1,媽媽
384,媽媽_人1 帶_v1 我_人2 和_c1 妹妹_人3 去_v2 拜拜_v3,媽媽帶我和誰去拜拜?,人1 + v1 + 人2 + c1 + 人3 + v2 + v3,人1 + v1 + 人2 + c1 + 誰 + v2 + v3,人3,妹妹
385,媽媽_人1 帶_v1 我_人2 和_c1 妹妹_人3 去_v2 拜拜_v3,誰帶我和妹妹去拜拜?,人1 + v1 + 人2 + c1 + 人3 + v2 + v3,誰 + v1 + 人2 + c1 + 人3 + v2 + v3,人1,媽媽
387,媽媽_人1 說_v1 拜拜_v2 時_zg1 衣服_物1 要_v3 穿_v4 整齊_d1,拜拜時衣服要如何?,人1 + v1 + v2 + zg1 + 物1 + v3 + v4 + d1,v2 + zg1 + 物1 + v3 + 如何,物1,衣服
388,到_v1 了_ul1 佛寺_地1,到了哪裡?,v1 + ul1 + 地1,v1 + ul1 + 哪裡,地1,佛寺
389,我_人1 看見_v1 來_v2 拜拜_v3 的_uj1 人_人2 都_d1 穿_v4 得_ud1 整整齊齊_l1,我看見拜拜的人都穿得如何?,人1 + v1 + v2 + v3 + uj1 + 人2 + d1 + v4 + ud1 + l1,人1 + v1 + v3 + uj1 + 人2 + d1 + v4 + ud1 + 如何,人2,人
390,沒有_v1 人_人1 穿_v2 短_a1 褲_物1,沒有人穿什麼?,v1 + 人1 + v2 + a1 + 物1,v1 + 人1 + v2 + 什麼,物1,褲
391,也_d1 沒有_v1 人_人1 穿_v2 拖鞋_物1,也沒有人穿什麼?,d1 + v1 + 人1 + v2 + 物1,d1 + v1 + 人1 + v2 + 什麼,物1,拖鞋
392,進_v1 佛寺_地1 裡_f1 要_v2 脫_v3 鞋子_物1,進哪裡要脫鞋子?,v1 + 地1 + f1 + v2 + v3 + 物1,v1 + 哪裡 + v2 + v3 + 物1,地1,佛寺
393,進_v1 佛寺_地1 裡_f1 要_v2 脫_v3 鞋子_物1,進佛寺要脫什麼?,v1 + 地1 + f1 + v2 + v3 + 物1,v1 + 地1 + v2 + v3 + 什麼,物1,鞋子
394,大家_人1 光著_v1 腳_物1 走_v2 進去_v3,大家光著什麼走進去?,人1 + v1 + 物1 + v2 + v3,人1 + v1 + 什麼 + v2 + v3,物1,腳
396,我_人1 看到_v1 佛祖_人2 全身_n1 金光_n2 閃閃_z1,我看見誰金光閃閃?,人1 + v1 + 人2 + n1 + n2 + z1,人1 + 誰 + n2 + z1,人1,我
398,使_v1 我_人1 很_d1 感動_v2,使我如何?,v1 + 人1 + d1 + v2,v1 + 人1 + 如何,人1,我
400,希望_v1 佛祖_人1 保護_v2 大家_人2,希望誰保護大家?,v1 + 人1 + v2 + 人2,v1 + 誰 + v2 + 人2,人1,佛祖
401,大家_人1 平安_a1 快樂_a2,讓大家如何?,人1 + a1 + a2,人1 + 如何,人1,大家
402,大自然_人1 會_v1 說話_v2,誰會說話?,人1 + v1 + v2,誰 + v1 + v2,人1,大自然
403,當_p1 你_人1 看到_v1 天空_物1 潔淨_z1,當你看到天空如何?,p1 + 人1 + v1 + 物1 + z1,p1 + 人1 + v1 + 物1 + 如何,物1,天空
404,今天_時1 是_v1 晴天_n1,今天是什麼天?,時1 + v1 + n1,時1 + v1 + 什麼,時1,今天
405,今天_時1 是_v1 晴天_n1,哪天是晴天?,時1 + v1 + n1,哪天 + v1 + n1,時1,今天
406,你_人1 可以_c1 計畫_v1 去_v2 旅遊_事1,你可以計畫去?,人1 + c1 + v1 + v2 + 事1,人1 + c1 + v1 + v2 + 什麼,事1,旅遊
407,如果_c1 天空_物1 陰_zg1 沉沉的_z1,如天空如何?,c1 + 物1 + zg1 + z1,物1 + 如何,物1,天空
408,烏雲_物1 一_m1 片片_m2 的_uj1 聚在一起_i1,什麼一片片聚在一起?,物1 + m1 + m2 + uj1 + i1,什麼 + m1 + m2 + i1,物1,烏雲
409,要_v1 下雨_事1 了_ul1 出門_v2 別_d1 忘_事2 了_ul2 帶_v3 把_p1 傘_物1,為什麼出門別忘了帶把傘?,v1 + 事1 + ul1 + v2 + d1 + 事2 + ul2 + v3 + p1 + 物1,為什麼 + v2 + d1 + 事2 + ul1 + v3 + p1 + 物1,事1,下雨
410,要_v1 下雨_事1 了_ul1 出門_v2 別_d1 忘_事2 了_ul2 帶_v3 把_p1 傘_物1,要下雨了出門別忘記什麼?,v1 + 事1 + ul1 + v2 + d1 + 事2 + ul2 + v3 + p1 + 物1,v1 + 事1 + ul1 + v2 + d1 + 事2 + 什麼,事2,忘
411,當_zg1 地上_s1 的_uj1 螞蟻_人1 急急忙忙_z1 的_uj2 搬家_事1,地上的螞蟻急急忙忙在做什麼?,zg1 + s1 + uj1 + 人1 + z1 + uj2 + 事1,s1 + uj1 + 人1 + z1 + 什麼,事1,搬家
412,當_zg1 地上_s1 的_uj1 螞蟻_人1 急急忙忙_z1 的_uj2 搬家_事1,誰急急忙忙的搬家?,zg1 + s1 + uj1 + 人1 + z1 + uj2 + 事1,誰 + z1 + uj1 + 事1,人1,螞蟻
413,從_zg1 地上_地1 搬到_v1 樹上_地2,從哪裡搬到哪裡?,zg1 + 地1 + v1 + 地2,zg1 + 哪裡 + v1 + 哪裡,地1,地上
414,它_人1 是_v1 換_v2 一個_m1 方式_n1 告訴_v3 你_人2 快要_d1 下雨_事1 了_ul。1,它換方式告訴你快要什麼事?,人1 + v1 + v2 + m1 + n1 + v3 + 人2 + d1 + 事1 + ul。1,人1 + v2 + n1 + v3 + 人2 + d1 + 什麼事,事1,下雨
415,你_人1 看到_v1 樹枝_物1 長出_v2 紅色_a1 或_c1 綠色_a2 的_uj1 新芽_物2,樹枝長出什麼色的新芽?,人1 + v1 + 物1 + v2 + a1 + c1 + a2 + uj1 + 物2,物1 + v2 + 什麼 + uj1 + 物2,物1,樹枝
416,或是_c1 池塘_地1 裡_f1 的_uj1 青蛙_人1,池塘裡的什麼?,c1 + 地1 + f1 + uj1 + 人1,地1 + f1 + uj1 + 什麼,地1,池塘
417,它們_人1 就_d1 告訴_v1 你_人2 春天_時1 來_v2 了_ul1,什麼天來了?,人1 + d1 + v1 + 人2 + 時1 + v2 + ul1,什麼 + v2 + ul1,時1,春天
418,一圈圈_m1 的_uj1 年輪_物1 告訴_v1 你_人1 樹_物2 有_v2 多少_m2 年紀_t1 了_ul1,一圈圈的年輪告訴你什麼?,m1 + uj1 + 物1 + v1 + 人1 + 物2 + v2 + m2 + t1 + ul1,m1 + uj1 + 物1 + v1 + 人1 + 什麼,物2,樹
419,葉子_物1 從_p1 樹上_地1 飄_v1 下來_v2,葉子從哪裡飄下來?,物1 + p1 + 地1 + v1 + v2,物1 + p1 + 哪裡 + v1 + v2,地1,樹上
420,秋天_時1 來_v1 了_ul1,什麼天來了?,時1 + v1 + ul1,什麼 + v1 + ul1,時1,秋天
421,天氣_n1 轉涼_事1 了_ul1 要_v1 記得_v2 多_m1 穿_v3 幾件_m2 衣服_物1,為什麼要記得多穿幾件衣服?,n1 + 事1 + ul1 + v1 + v2 + m1 + v3 + m2 + 物1,為什麼 + v1 + v2 + m1 + v3 + m2 + 物1,事1,轉涼
422,天氣_n1 轉涼_事1 了_ul1 要_v1 記得_v2 多_m1 穿_v3 幾件_m2 衣服_物1,天氣轉涼要記得如何?,n1 + 事1 + ul1 + v1 + v2 + m1 + v3 + m2 + 物1,n1 + 事1 + v1 + v2 + 如何,事1,轉涼
423,大自然_d1 的_uj1 語言_n1 處處_地1 都_d2 看_v1 得_ud1 見_v2,大自然的語言在哪裡看的見?,d1 + uj1 + n1 + 地1 + d2 + v1 + ud1 + v2,d1 + uj1 + n1 + 哪裡 + v1 + uj1 + v2,地1,處處
424,喜歡_v1 學習_v2 的_uj1 人_人1 認真_ad1 觀察_事1 的_uj2 人_人2 隨時_d1 可以_c1 從_zg1 大自然_d2 的_uj3 變化_vn1 中_f1 學到_v3 知識_事2,喜歡什麼的人隨時可以從大自然變化學到知識?,v1 + v2 + uj1 + 人1 + ad1 + 事1 + uj2 + 人2 + d1 + c1 + zg1 + d2 + uj3 + vn1 + f1 + v3 + 事2,v1 + 什麼 + uj1 + 人1 + d1 + c1 + zg1 + d2 + vn1 + v3 + 事2,事1,觀察
426,清明節_nz1 早上_時1,什麼節日早上?,nz1 + 時1,什麼 + 時1,時1,早上
427,天上_地1 飄著_v1 小雨_物1,天上飄著什麼?,地1 + v1 + 物1,地1 + v1 + 什麼,物1,小雨
429,到_v1 了_ul1 墓園_地1,到了哪裡?,v1 + ul1 + 地1,v1 + ul1 + 哪裡,地1,墓園
430,媽媽_人1 和_c1 姑姑_人2 趕忙_v1 拿出_v2 鮮花_物1 水果_物2 等_u1 祭品_物3,媽媽和姑姑拿出什麼祭品?,人1 + c1 + 人2 + v1 + v2 + 物1 + 物2 + u1 + 物3,人1 + c1 + 人2 + v2 + 什麼 + 物3,物1,鮮花
431,媽媽_人1 和_c1 姑姑_人2 趕忙_v1 拿出_v2 鮮花_物1 水果_物2 等_u1 祭品_物3,誰拿出來鮮花和水果?,人1 + c1 + 人2 + v1 + v2 + 物1 + 物2 + u1 + 物3,誰 + v2 + 物1 + c1 + 物2,人1,媽媽
432,爸爸_人1 和_c1 小叔叔_人2 拿著_v1 剪刀_物1 修剪_v2 花木_物2,爸爸和叔叔拿著什麼修剪花木?,人1 + c1 + 人2 + v1 + 物1 + v2 + 物2,人1 + c1 + v1 + 什麼 + v2 + 物2,物1,剪刀
433,爸爸_人1 和_c1 小叔叔_人2 拿著_v1 剪刀_物1 修剪_v2 花木_物2,拿著剪刀要做什麼?,人1 + c1 + 人2 + v1 + 物1 + v2 + 物2,v1 + 物1 + 什麼,物1,剪刀
434,爸爸_人1 和_c1 小叔叔_人2 拿著_v1 剪刀_物1 修剪_v2 花木_物2,誰修剪花木?,人1 + c1 + 人2 + v1 + 物1 + v2 + 物2,誰 + v2 + 物2,人1,爸爸
435,我_人1 和_c1 表姐_人2 跟_p1 在_p2 一旁_s1 撿_v1 樹枝_物1 掃_v2 落葉_物2,我和表姊在一旁做什麼?,人1 + c1 + 人2 + p1 + p2 + s1 + v1 + 物1 + v2 + 物2,人1 + c1 + p2 + s1 + 什麼,物1,樹枝
436,我_人1 和_c1 表姐_人2 跟_p1 在_p2 一旁_s1 撿_v1 樹枝_物1 掃_v2 落葉_物2,誰撿樹枝、掃落葉?,人1 + c1 + 人2 + p1 + p2 + s1 + v1 + 物1 + v2 + 物2,誰 + v1 + 物1 + v2 + 物2,人1,我
437,只有_c1 小堂弟_人1 最_d1 頑皮_a1,誰最頑皮?,c1 + 人1 + d1 + a1,誰 + d1 + a1,人1,小堂弟
438,一邊_d1 拔草_v1 一邊_d2 玩_v2 泥土_物1,一邊拔草一邊玩什麼?,d1 + v1 + d2 + v2 + 物1,d1 + v1 + d1 + v2 + 什麼,物1,泥土
439,最後_d1 抹_v1 了_ul1 一_m1 臉_n1 的_uj1 泥_物1,抹了一臉的什麼?,d1 + v1 + ul1 + m1 + n1 + uj1 + 物1,v1 + ul1 + m1 + n1 + uj1 + 什麼,物1,泥
440,讓_v1 嬸嬸_人1 看_v2 了_ul1 又_d1 好_a1 笑_v3 又_d2 好_a2 氣_v4,嬸嬸看了如何?,v1 + 人1 + v2 + ul1 + d1 + a1 + v3 + d2 + a2 + v4,人1 + v2 + ul1 + 如何,人1,嬸嬸
441,我們_人1 把_p1 墓園_地1 打掃_v1 乾淨_a1,我們把哪裡打掃乾淨?,人1 + p1 + 地1 + v1 + a1,人1 + p1 + 哪裡 + v1 + a1,地1,墓園
